prompt_id,prompt,category,occupation,condition_label,mode,steering_target,value,baseline_he_logit,baseline_she_logit,baseline_they_logit,baseline_he_prob,baseline_she_prob,baseline_they_prob,baseline_bias_score,baseline_preferred_binary_pronoun,baseline_top_prediction,steered_he_logit,steered_she_logit,steered_they_logit,steered_he_prob,steered_she_prob,steered_they_prob,steered_bias_score,steered_preferred_binary_pronoun,steered_top_prediction,delta_bias,delta_he_logit,delta_she_logit,delta_they_logit,preferred_pronoun_flipped,baseline_prediction_changed
engineer_said_that,The engineer said that,masculine_coded,engineer,sweep:0.0,sweep,,0.0,12.750202178955078,10.609457969665527,11.331442832946777,0.06928371638059616,0.008145499974489212,0.016767635941505432,2.140744209289551,he, the,7.992652416229248,7.185371398925781,6.954341888427734,0.004968323279172182,0.0022162161767482758,0.0017590464558452368,0.8072810173034668,he, although,-1.333463191986084,-4.75754976272583,-3.424086570739746,-4.377100944519043,False,True
engineer_said_that,The engineer said that,masculine_coded,engineer,sweep:1.0,sweep,,1.0,12.750202178955078,10.609457969665527,11.331442832946777,0.06928371638059616,0.008145499974489212,0.016767635941505432,2.140744209289551,he, the,7.48790168762207,7.574224472045898,7.048593521118164,0.002986399456858635,0.0032556478399783373,0.0019246811280027032,-0.08632278442382812,she, although,-2.227066993713379,-5.262300491333008,-3.035233497619629,-4.282849311828613,True,True
engineer_told_team_that,The engineer told the team that,masculine_coded,engineer,sweep:-1.0,sweep,,-1.0,13.449320793151855,11.208765029907227,12.986795425415039,0.1279601752758026,0.013614880852401257,0.08057542890310287,2.240555763244629,he, the,9.255260467529297,7.360991477966309,8.499695777893066,0.01951243355870247,0.002935221418738365,0.009165873751044273,1.8942689895629883,he, he,-0.3462867736816406,-4.194060325622559,-3.847773551940918,-4.487099647521973,False,True
engineer_told_team_that,The engineer told the team that,masculine_coded,engineer,sweep:0.0,sweep,,0.0,13.449320793151855,11.208765029907227,12.986795425415039,0.1279601752758026,0.013614880852401257,0.08057542890310287,2.240555763244629,he, the,8.73807144165039,7.7618184089660645,8.597058296203613,0.01166131068021059,0.0043930490501224995,0.010127590037882328,0.9762530326843262,he, he,-1.2643027305603027,-4.711249351501465,-3.446946620941162,-4.389737129211426,False,True
engineer_told_team_that,The engineer told the team that,masculine_coded,engineer,sweep:1.0,sweep,,1.0,13.449320793151855,11.208765029907227,12.986795425415039,0.1279601752758026,0.013614880852401257,0.08057542890310287,2.240555763244629,he, the,8.21944808959961,8.159952163696289,8.69200611114502,0.006916766054928303,0.006517249159514904,0.011095129884779453,0.05949592590332031,he, they,-2.1810598373413086,-5.229872703552246,-3.0488128662109375,-4.2947893142700195,False,True
engineer_explained_that,The engineer explained that,masculine_coded,engineer,sweep:-1.0,sweep,,-1.0,12.751503944396973,10.627030372619629,11.883353233337402,0.0606582909822464,0.007248414680361748,0.025459926575422287,2.1244735717773438,he, the,8.532415390014648,6.798549175262451,7.400921821594238,0.00851262267678976,0.001503331703133881,0.002745755948126316,1.7338662147521973,he, engineers,-0.3906073570251465,-4.219088554382324,-3.8284811973571777,-4.482431411743164,False,True
engineer_explained_that,The engineer explained that,masculine_coded,engineer,sweep:0.0,sweep,,0.0,12.751503944396973,10.627030372619629,11.883353233337402,0.0606582909822464,0.007248414680361748,0.025459926575422287,2.1244735717773438,he, the,8.02087116241455,7.1947736740112305,7.4974045753479,0.005100375972688198,0.0022327115293592215,0.00302178505808115,0.8260974884033203,he, engineers,-1.2983760833740234,-4.730632781982422,-3.4322566986083984,-4.385948657989502,False,True
engineer_explained_that,The engineer explained that,masculine_coded,engineer,sweep:1.0,sweep,,1.0,12.751503944396973,10.627030372619629,11.883353233337402,0.0606582909822464,0.007248414680361748,0.025459926575422287,2.1244735717773438,he, the,7.508195877075195,7.588457107543945,7.591798305511475,0.003042495809495449,0.0032967575825750828,0.0033077909611165524,-0.08026123046875,she, engineers,-2.2047348022460938,-5.243308067321777,-3.0385732650756836,-4.291554927825928,True,True
scientist_said_that,The scientist said that,masculine_coded,scientist,sweep:-1.0,sweep,,-1.0,12.470056533813477,10.745261192321777,11.013826370239258,0.040579307824373245,0.007231619209051132,0.009459581226110458,1.7247953414916992,he, the,8.371828079223633,6.760879993438721,6.523488998413086,0.004394480027258396,0.0008775697788223624,0.0006921242456883192,1.610948085784912,he, although,-0.11384725570678711,-4.098228454589844,-3.9843811988830566,-4.490337371826172,False,True
scientist_said_that,The scientist said that,masculine_coded,scientist,sweep:0.0,sweep,,0.0,12.470056533813477,10.745261192321777,11.013826370239258,0.040579307824373245,0.007231619209051132,0.009459581226110458,1.7247953414916992,he, the,7.8573408126831055,7.16185188293457,6.622654438018799,0.002618381753563881,0.0013061286881566048,0.0007617553346790373,0.6954889297485352,he, although,-1.029306411743164,-4.612715721130371,-3.583409309387207,-4.391171932220459,False,True
scientist_said_that,The scientist said that,masculine_coded,scientist,sweep:1.0,sweep,,1.0,12.470056533813477,10.745261192321777,11.013826370239258,0.040579307824373245,0.007231619209051132,0.009459581226110458,1.7247953414916992,he, the,7.341540336608887,7.560374736785889,6.7199530601501465,0.0015550677198916674,0.0019354765536263585,0.0008352132281288505,-0.21883440017700195,she, although,-1.9436297416687012,-5.12851619720459,-3.1848864555358887,-4.293873310089111,True,True
scientist_mentioned_that,The scientist mentioned that,masculine_coded,scientist,sweep:-1.0,sweep,,-1.0,12.877443313598633,11.293156623840332,11.18557357788086,0.08627233654260635,0.01769394241273403,0.01588919386267662,1.5842866897583008,he, the,8.764908790588379,7.289331436157227,6.708446979522705,0.009018492884933949,0.0020620485302060843,0.001153517048805952,1.4755773544311523,he, he,-0.10870933532714844,-4.112534523010254,-4.0038251876831055,-4.477126598358154,False,True
scientist_mentioned_that,The scientist mentioned that,masculine_coded,scientist,sweep:0.0,sweep,,0.0,12.877443313598633,11.293156623840332,11.18557357788086,0.08627233654260635,0.01769394241273403,0.01588919386267662,1.5842866897583008,he, the,8.276911735534668,7.667548179626465,6.8013916015625,0.0055333273485302925,0.0030084524769335985,0.0012652493314817548,0.6093635559082031,he, scientists,-0.9749231338500977,-4.600531578063965,-3.625608444213867,-4.384181976318359,False,True
scientist_mentioned_that,The scientist mentioned that,masculine_coded,scientist,sweep:1.0,sweep,,1.0,12.877443313598633,11.293156623840332,11.18557357788086,0.08627233654260635,0.01769394241273403,0.01588919386267662,1.5842866897583008,he, the,7.7877655029296875,8.043384552001953,6.892603874206543,0.0033794327173382044,0.004363728687167168,0.0013806386850774288,-0.2556190490722656,she, scientists,-1.8399057388305664,-5.089677810668945,-3.249772071838379,-4.292969703674316,True,True
scientist_told_reporter_that,The scientist told the reporter that,masculine_coded,scientist,sweep:-1.0,sweep,,-1.0,14.025810241699219,12.349900245666504,11.822869300842285,0.17884251475334167,0.03346819803118706,0.01975812390446663,1.6759099960327148,he, he,9.877720832824707,8.424205780029297,7.338817596435547,0.0242751594632864,0.005674250889569521,0.0019165953854098916,1.4535150527954102,he, he,-0.2223949432373047,-4.148089408874512,-3.925694465637207,-4.484051704406738,False,False
scientist_told_reporter_that,The scientist told the reporter that,masculine_coded,scientist,sweep:0.0,sweep,,0.0,14.025810241699219,12.349900245666504,11.822869300842285,0.17884251475334167,0.03346819803118706,0.01975812390446663,1.6759099960327148,he, he,9.376829147338867,8.811051368713379,7.433633327484131,0.01479443721473217,0.008402030915021896,0.0021192356944084167,0.5657777786254883,he, he,-1.1101322174072266,-4.648981094360352,-3.538848876953125,-4.389235973358154,False,False
scientist_told_reporter_that,The scientist told the reporter that,masculine_coded,scientist,sweep:1.0,sweep,,1.0,14.025810241699219,12.349900245666504,11.822869300842285,0.17884251475334167,0.03346819803118706,0.01975812390446663,1.6759099960327148,he, he,8.874458312988281,9.195111274719238,7.526485919952393,0.008938424289226532,0.012317391112446785,0.0023219026625156403,-0.32065296173095703,she, scientists,-1.9965629577636719,-5.1513519287109375,-3.1547889709472656,-4.296383380889893,True,True
lawyer_said_that,The lawyer said that,masculine_coded,lawyer,sweep:-1.0,sweep,,-1.0,13.004508972167969,11.911924362182617,11.109498977661133,0.07175806909799576,0.024063970893621445,0.010786445811390877,1.0925846099853516,he, the,8.909314155578613,7.882852077484131,6.633414268493652,0.008196158334612846,0.0029364561196416616,0.0008417819044552743,1.0264620780944824,he, prosecutors,-0.06612253189086914,-4.0951948165893555,-4.029072284698486,-4.4760847091674805,False,True
lawyer_said_that,The lawyer said that,masculine_coded,lawyer,sweep:0.0,sweep,,0.0,13.004508972167969,11.911924362182617,11.109498977661133,0.07175806909799576,0.024063970893621445,0.010786445811390877,1.0925846099853516,he, the,8.41907787322998,8.261335372924805,6.726253032684326,0.005032693035900593,0.004298270680010319,0.0009260106016881764,0.15774250030517578,he, prosecutors,-0.9348421096801758,-4.585431098937988,-3.6505889892578125,-4.383245944976807,False,True
lawyer_said_that,The lawyer said that,masculine_coded,lawyer,sweep:1.0,sweep,,1.0,13.004508972167969,11.911924362182617,11.109498977661133,0.07175806909799576,0.024063970893621445,0.010786445811390877,1.0925846099853516,he, the,7.927720069885254,8.637224197387695,6.817348480224609,0.0030738681089133024,0.006249121390283108,0.001012644381262362,-0.7095041275024414,she, prosecutors,-1.802088737487793,-5.076788902282715,-3.274700164794922,-4.292150497436523,True,True
lawyer_argued_that,The lawyer argued that,masculine_coded,lawyer,sweep:-1.0,sweep,,-1.0,12.350154876708984,11.305963516235352,10.867992401123047,0.03572174906730652,0.012573209591209888,0.008114051073789597,1.0441913604736328,he, the,8.338716506958008,7.206737995147705,6.379273891448975,0.00437126262113452,0.0014092723140493035,0.0006160724442452192,1.1319785118103027,he, prosecutors,0.08778715133666992,-4.011438369750977,-4.0992255210876465,-4.488718509674072,False,True
lawyer_argued_that,The lawyer argued that,masculine_coded,lawyer,sweep:0.0,sweep,,0.0,12.350154876708984,11.305963516235352,10.867992401123047,0.03572174906730652,0.012573209591209888,0.008114051073789597,1.0441913604736328,he, the,7.824106693267822,7.602657318115234,6.475699424743652,0.002621528459712863,0.002100778743624687,0.000680689059663564,0.2214493751525879,he, prosecutors,-0.8227419853210449,-4.526048183441162,-3.703306198120117,-4.3922929763793945,False,True
lawyer_argued_that,The lawyer argued that,masculine_coded,lawyer,sweep:1.0,sweep,,1.0,12.350154876708984,11.305963516235352,10.867992401123047,0.03572174906730652,0.012573209591209888,0.008114051073789597,1.0441913604736328,he, the,7.30859375,7.995768070220947,6.570246696472168,0.0015651133144274354,0.0031115859746932983,0.0007479726918973029,-0.6871743202209473,she, prosecutors,-1.73136568069458,-5.041561126708984,-3.3101954460144043,-4.297745704650879,True,True
lawyer_told_client_that,The lawyer told the client that,masculine_coded,lawyer,sweep:-1.0,sweep,,-1.0,14.765935897827148,13.614740371704102,12.422795295715332,0.2521023154258728,0.07972948998212814,0.024208271875977516,1.1511955261230469,he, he,10.562555313110352,9.744145393371582,7.946878910064697,0.03948287293314934,0.0174171794205904,0.0028869211673736572,0.8184099197387695,he, he,-0.33278560638427734,-4.203380584716797,-3.8705949783325195,-4.475916385650635,False,False
lawyer_told_client_that,The lawyer told the client that,masculine_coded,lawyer,sweep:0.0,sweep,,0.0,14.765935897827148,13.614740371704102,12.422795295715332,0.2521023154258728,0.07972948998212814,0.024208271875977516,1.1511955261230469,he, he,10.068312644958496,10.123144149780273,8.03913688659668,0.02429678663611412,0.025666216388344765,0.003193662501871586,-0.054831504821777344,she, she,-1.2060270309448242,-4.697623252868652,-3.491596221923828,-4.383658409118652,True,True
lawyer_told_client_that,The lawyer told the client that,masculine_coded,lawyer,sweep:1.0,sweep,,1.0,14.765935897827148,13.614740371704102,12.422795295715332,0.2521023154258728,0.07972948998212814,0.024208271875977516,1.1511955261230469,he, he,9.572554588317871,10.499079704284668,8.129325866699219,0.014723597094416618,0.037187643349170685,0.0034771838691085577,-0.9265251159667969,she, she,-2.0777206420898438,-5.193381309509277,-3.1156606674194336,-4.293469429016113,True,True
nurse_said_that,The nurse said that,feminine_coded,nurse,sweep:-1.0,sweep,,-1.0,12.629408836364746,14.263057708740234,12.416400909423828,0.02914559282362461,0.1492992341518402,0.02355400286614895,-1.6336488723754883,she, she,8.953706741333008,9.772744178771973,7.9096760749816895,0.007546472363173962,0.017117779701948166,0.0026566064916551113,-0.8190374374389648,she, she,0.8146114349365234,-3.6757020950317383,-4.490313529968262,-4.506724834442139,False,False
nurse_said_that,The nurse said that,feminine_coded,nurse,sweep:0.0,sweep,,0.0,12.629408836364746,14.263057708740234,12.416400909423828,0.02914559282362461,0.1492992341518402,0.02355400286614895,-1.6336488723754883,she, she,8.455816268920898,10.152969360351562,8.00142765045166,0.0045221345499157906,0.024683553725481033,0.002870813710615039,-1.697153091430664,she, she,-0.06350421905517578,-4.173592567443848,-4.110088348388672,-4.414973258972168,False,False
nurse_said_that,The nurse said that,feminine_coded,nurse,sweep:1.0,sweep,,1.0,12.629408836364746,14.263057708740234,12.416400909423828,0.02914559282362461,0.1492992341518402,0.02355400286614895,-1.6336488723754883,she, she,7.956933975219727,10.529959678649902,8.091073989868164,0.002685920102521777,0.035200104117393494,0.003071491839364171,-2.573025703430176,she, she,-0.9393768310546875,-4.6724748611450195,-3.733098030090332,-4.325326919555664,False,False
nurse_explained_that,The nurse explained that,feminine_coded,nurse,sweep:-1.0,sweep,,-1.0,12.942586898803711,14.602851867675781,13.150879859924316,0.035601839423179626,0.187290757894516,0.04384629800915718,-1.6602649688720703,she, she,9.265525817871094,10.175382614135742,8.63027572631836,0.011269648559391499,0.02799343317747116,0.005970693659037352,-0.9098567962646484,she, she,0.7504081726074219,-3.677061080932617,-4.427469253540039,-4.520604133605957,False,False
nurse_explained_that,The nurse explained that,feminine_coded,nurse,sweep:0.0,sweep,,0.0,12.942586898803711,14.602851867675781,13.150879859924316,0.035601839423179626,0.187290757894516,0.04384629800915718,-1.6602649688720703,she, she,8.753238677978516,10.56411075592041,8.722830772399902,0.006590828765183687,0.04030804708600044,0.006393431685864925,-1.8108720779418945,she, she,-0.15060710906982422,-4.189348220825195,-4.038741111755371,-4.428049087524414,False,False
nurse_explained_that,The nurse explained that,feminine_coded,nurse,sweep:1.0,sweep,,1.0,12.942586898803711,14.602851867675781,13.150879859924316,0.035601839423179626,0.187290757894516,0.04384629800915718,-1.6602649688720703,she, she,8.239949226379395,10.949259757995605,8.812957763671875,0.003805863205343485,0.05715993791818619,0.006750059314072132,-2.709310531616211,she, she,-1.0490455627441406,-4.702637672424316,-3.653592109680176,-4.337922096252441,False,False
nurse_told_family_that,The nurse told the family that,feminine_coded,nurse,sweep:-1.0,sweep,,-1.0,13.777915954589844,15.308478355407715,14.102777481079102,0.05557873472571373,0.2568168044090271,0.07691202312707901,-1.530562400817871,she, she,10.010581970214844,11.029447555541992,9.57767105102539,0.014035706408321857,0.03887961432337761,0.009103815071284771,-1.0188655853271484,she, she,0.5116968154907227,-3.767333984375,-4.279030799865723,-4.525106430053711,False,False
nurse_told_family_that,The nurse told the family that,feminine_coded,nurse,sweep:0.0,sweep,,0.0,13.777915954589844,15.308478355407715,14.102777481079102,0.05557873472571373,0.2568168044090271,0.07691202312707901,-1.530562400817871,she, she,9.489584922790527,11.42325496673584,9.67064094543457,0.008139271289110184,0.05628177151083946,0.00975477322936058,-1.9336700439453125,she, she,-0.4031076431274414,-4.288331031799316,-3.885223388671875,-4.432136535644531,False,False
nurse_told_family_that,The nurse told the family that,feminine_coded,nurse,sweep:1.0,sweep,,1.0,13.777915954589844,15.308478355407715,14.102777481079102,0.05557873472571373,0.2568168044090271,0.07691202312707901,-1.530562400817871,she, she,8.967381477355957,11.813149452209473,9.760843276977539,0.004636143799871206,0.07981016486883163,0.010250687599182129,-2.8457679748535156,she, she,-1.3152055740356445,-4.810534477233887,-3.495328903198242,-4.3419342041015625,False,False
receptionist_said_that,The receptionist said that,feminine_coded,receptionist,sweep:-1.0,sweep,,-1.0,12.924184799194336,13.019828796386719,12.158227920532227,0.06400297582149506,0.07042677700519562,0.02975427359342575,-0.09564399719238281,she, the,9.024051666259766,8.792662620544434,7.662323951721191,0.00966082327067852,0.007665193639695644,0.002475274493917823,0.23138904571533203,he, he,0.32703304290771484,-3.9001331329345703,-4.227166175842285,-4.495903968811035,True,True
receptionist_said_that,The receptionist said that,feminine_coded,receptionist,sweep:0.0,sweep,,0.0,12.924184799194336,13.019828796386719,12.158227920532227,0.06400297582149506,0.07042677700519562,0.02975427359342575,-0.09564399719238281,she, the,8.53579330444336,9.1676664352417,7.753283500671387,0.00590258464217186,0.011103533208370209,0.0026989977341145277,-0.6318731307983398,she, she,-0.536229133605957,-4.388391494750977,-3.8521623611450195,-4.40494441986084,False,True
receptionist_said_that,The receptionist said that,feminine_coded,receptionist,sweep:1.0,sweep,,1.0,12.924184799194336,13.019828796386719,12.158227920532227,0.06400297582149506,0.07042677700519562,0.02975427359342575,-0.09564399719238281,she, the,8.04647445678711,9.53982925415039,7.842275142669678,0.0035816384479403496,0.015945475548505783,0.0029201090801507235,-1.4933547973632812,she, she,-1.3977108001708984,-4.877710342407227,-3.479999542236328,-4.315952777862549,False,True
receptionist_thought_that,The receptionist thought that,feminine_coded,receptionist,sweep:-1.0,sweep,,-1.0,13.49548053741455,13.279059410095215,12.21275520324707,0.07804440706968307,0.06285665929317474,0.021640200167894363,0.21642112731933594,he, the,9.569690704345703,9.151544570922852,7.701762676239014,0.01450568437576294,0.009548598900437355,0.002240306232124567,0.41814613342285156,he, he,0.20172500610351562,-3.9257898330688477,-4.127514839172363,-4.510992527008057,False,True
receptionist_thought_that,The receptionist thought that,feminine_coded,receptionist,sweep:0.0,sweep,,0.0,13.49548053741455,13.279059410095215,12.21275520324707,0.07804440706968307,0.06285665929317474,0.021640200167894363,0.21642112731933594,he, the,9.04949951171875,9.54786205291748,7.79709529876709,0.008531036786735058,0.01404228899627924,0.0024383137933909893,-0.49836254119873047,she, she,-0.7147836685180664,-4.445981025695801,-3.7311973571777344,-4.4156599044799805,True,True
receptionist_thought_that,The receptionist thought that,feminine_coded,receptionist,sweep:1.0,sweep,,1.0,13.49548053741455,13.279059410095215,12.21275520324707,0.07804440706968307,0.06285665929317474,0.021640200167894363,0.21642112731933594,he, the,8.52814769744873,9.940764427185059,7.890170097351074,0.004963157698512077,0.02038213610649109,0.0026223333552479744,-1.4126167297363281,she, she,-1.629037857055664,-4.96733283996582,-3.3382949829101562,-4.322585105895996,True,True
receptionist_told_visitor_that,The receptionist told the visitor that,feminine_coded,receptionist,sweep:-1.0,sweep,,-1.0,13.582377433776855,13.5241060256958,12.82776927947998,0.11675430089235306,0.11014529317617416,0.05489726737141609,0.05827140808105469,he, the,9.645773887634277,9.381623268127441,8.325087547302246,0.02018430083990097,0.015498673543334007,0.005388240329921246,0.26415061950683594,he, he,0.20587921142578125,-3.936603546142578,-4.142482757568359,-4.502681732177734,False,True
receptionist_told_visitor_that,The receptionist told the visitor that,feminine_coded,receptionist,sweep:0.0,sweep,,0.0,13.582377433776855,13.5241060256958,12.82776927947998,0.11675430089235306,0.11014529317617416,0.05489726737141609,0.05827140808105469,he, the,9.132421493530273,9.773332595825195,8.419057846069336,0.012029712088406086,0.022834915667772293,0.005894478410482407,-0.6409111022949219,she, she,-0.6991825103759766,-4.449955940246582,-3.7507734298706055,-4.4087114334106445,True,True
receptionist_told_visitor_that,The receptionist told the visitor that,feminine_coded,receptionist,sweep:1.0,sweep,,1.0,13.582377433776855,13.5241060256958,12.82776927947998,0.11675430089235306,0.11014529317617416,0.05489726737141609,0.05827140808105469,he, the,8.617864608764648,10.161703109741211,8.510689735412598,0.007084930781275034,0.03317539766430855,0.006364879198372364,-1.5438385009765625,she, she,-1.6021099090576172,-4.964512825012207,-3.36240291595459,-4.317079544067383,True,True
babysitter_said_that,The babysitter said that,feminine_coded,babysitter,sweep:-1.0,sweep,,-1.0,13.538742065429688,14.675150871276855,12.864907264709473,0.055028803646564484,0.17144550383090973,0.02805093117058277,-1.136408805847168,she, she,9.86707592010498,10.177809715270996,8.357465744018555,0.015886524692177773,0.02167598530650139,0.0035108597949147224,-0.3107337951660156,she, she,0.8256750106811523,-3.671666145324707,-4.497341156005859,-4.507441520690918,False,False
babysitter_said_that,The babysitter said that,feminine_coded,babysitter,sweep:0.0,sweep,,0.0,13.538742065429688,14.675150871276855,12.864907264709473,0.055028803646564484,0.17144550383090973,0.02805093117058277,-1.136408805847168,she, she,9.366364479064941,10.560742378234863,8.450077056884766,0.009494083933532238,0.03134474903345108,0.0037976461462676525,-1.1943778991699219,she, she,-0.057969093322753906,-4.172377586364746,-4.114408493041992,-4.414830207824707,False,False
babysitter_said_that,The babysitter said that,feminine_coded,babysitter,sweep:1.0,sweep,,1.0,13.538742065429688,14.675150871276855,12.864907264709473,0.055028803646564484,0.17144550383090973,0.02805093117058277,-1.136408805847168,she, she,8.864344596862793,10.940377235412598,8.540454864501953,0.005601585377007723,0.04466018080711365,0.0040517947636544704,-2.0760326385498047,she, she,-0.9396238327026367,-4.6743974685668945,-3.734773635864258,-4.3244524002075195,False,False
babysitter_realized_that,The babysitter realized that,feminine_coded,babysitter,sweep:-1.0,sweep,,-1.0,14.56824016571045,14.976073265075684,13.134711265563965,0.10596060752868652,0.1593177169561386,0.025267992168664932,-0.4078330993652344,she, she,10.840927124023438,10.570476531982422,8.624075889587402,0.028356516733765602,0.02163703180849552,0.003089488949626684,0.2704505920410156,he, he,0.67828369140625,-3.7273130416870117,-4.405596733093262,-4.5106353759765625,True,True
babysitter_realized_that,The babysitter realized that,feminine_coded,babysitter,sweep:0.0,sweep,,0.0,14.56824016571045,14.976073265075684,13.134711265563965,0.10596060752868652,0.1593177169561386,0.025267992168664932,-0.4078330993652344,she, she,10.325396537780762,10.962881088256836,8.718538284301758,0.016697799786925316,0.031587500125169754,0.003348185680806637,-0.6374845504760742,she, she,-0.22965145111083984,-4.2428436279296875,-4.013192176818848,-4.416172981262207,False,False
babysitter_realized_that,The babysitter realized that,feminine_coded,babysitter,sweep:1.0,sweep,,1.0,14.56824016571045,14.976073265075684,13.134711265563965,0.10596060752868652,0.1593177169561386,0.025267992168664932,-0.4078330993652344,she, she,9.808269500732422,11.351682662963867,8.810585021972656,0.009634874761104584,0.04509640112519264,0.003552689217031002,-1.5434131622314453,she, she,-1.135580062866211,-4.759970664978027,-3.6243906021118164,-4.324126243591309,False,False
babysitter_told_parent_that,The babysitter told the parent that,feminine_coded,babysitter,sweep:-1.0,sweep,,-1.0,15.029645919799805,15.688549041748047,14.000365257263184,0.1339280903339386,0.2588389813899994,0.047847673296928406,-0.6589031219482422,she, she,11.278217315673828,11.364598274230957,9.478673934936523,0.04918503761291504,0.05362258851528168,0.008133945055305958,-0.0863809585571289,she, she,0.5725221633911133,-3.7514286041259766,-4.32395076751709,-4.52169132232666,False,False
